age,gender,isMarried,race,religion,color,priceRange,district,imagePath
25-30,male,true,Muslim,Islam,Gray,2000-4000,Gampaha,13
30-35,male,true,Tamil,Hindu,Cream,2000-4000,Gampaha,3
30-35,male,true,Sinhala,Buddhism,Brown,0-2000,Kalutara,11
20-25,male,false,Tamil,Hindu,Brown,0-2000,Kalutara,1
30-35,female,false,Tamil,Hindu,Gray,4000-6000,Kandy,21
30-35,female,false,Tamil,Hindu,Red,4000-6000,Gampaha,22
25-30,male,true,Muslim,Islam,White,2000-4000,Colombo,12
20-25,male,false,Sinhala,Buddhism,Cream,2000-4000,Kurunegala,6
25-30,male,true,Muslim,Islam,White,2000-4000,Kurunegala,12
30-35,female,false,Muslim,Islam,Brown,4000-6000,Kandy,24
30-35,female,true,Tamil,Hindu,Pink,2000-4000,Kalutara,17
30-35,male,true,Sinhala,Buddhism,Blue,2000-4000,Kurunegala,10
25-30,female,false,Sinhala,Buddhism,Blue,6000-8000,Kurunegala,20
30-35,female,false,Tamil,Hindu,Red,4000-6000,Gampaha,22
30-35,female,false,Sinhala,Buddhism,Gray,4000-6000,Kalutara,21
25-30,male,true,Tamil,Hindu,Cream,0-2000,Kalutara,4
20-25,female,false,Muslim,Islam,Gray,2000-4000,Kalutara,23
20-25,male,false,Tamil,Hindu,Yellow,0-2000,Kandy,2
25-30,female,true,Tamil,Hindu,Gray,4000-6000,Kurunegala,21
30-35,male,true,Sinhala,Catholic,Black,2000-4000,Kandy,9
30-35,male,true,Sinhala,Buddhism,Black,2000-4000,Gampaha,9
25-30,female,true,Tamil,Hindu,Brown,0-2000,Kandy,16
30-35,male,false,Sinhala,Buddhism,Brown,0-2000,Kurunegala,11
30-35,female,true,Tamil,Hindu,Pink,2000-4000,Kandy,17
25-30,male,true,Muslim,Islam,White,2000-4000,Kurunegala,12
30-35,male,true,Sinhala,Buddhism,Blue,2000-4000,Kalutara,10
25-30,female,true,Tamil,Hindu,Brown,0-2000,Kandy,16
30-35,male,true,Sinhala,Catholic,Black,2000-4000,Colombo,8
20-25,female,false,Sinhala,Buddhism,Brown,2000-4000,Kandy,19
30-35,female,false,Sinhala,Buddhism,Blue,6000-8000,Kurunegala,20
25-30,female,false,Sinhala,Buddhism,Pink,2000-4000,Kurunegala,17
25-30,female,true,Tamil,Hindu,Gray,4000-6000,Gampaha,21
30-35,female,true,Muslim,Islam,Brown,4000-6000,Colombo,24
20-25,female,true,Sinhala,Catholic,Brown,2000-4000,Gampaha,19
20-25,male,false,Sinhala,Buddhism,Brown,0-2000,Gampaha,1
20-25,male,false,Tamil,Hindu,Blue,2000-4000,Kandy,5
25-30,male,false,Sinhala,Catholic,Cream,0-2000,Colombo,4
30-35,female,false,Sinhala,Buddhism,Red,4000-6000,Colombo,22
20-25,female,true,Sinhala,Buddhism,Pink,0-2000,Gampaha,15
25-30,male,true,Muslim,Islam,Gray,2000-4000,Kandy,13
30-35,female,true,Muslim,Islam,Gray,2000-4000,Kurunegala,23
30-35,female,true,Muslim,Islam,Brown,4000-6000,Kandy,24
25-30,male,true,Sinhala,Buddhism,Cream,2000-4000,Gampaha,3
20-25,female,false,Tamil,Hindu,Brown,2000-4000,Kurunegala,19
25-30,female,true,Tamil,Hindu,Pink,0-2000,Kurunegala,15
20-25,male,false,Sinhala,Buddhism,Yellow,0-2000,Kandy,2
25-30,female,true,Muslim,Islam,Brown,4000-6000,Gampaha,24
25-30,female,true,Tamil,Hindu,Brown,0-2000,Kandy,16
25-30,male,true,Muslim,Islam,White,2000-4000,Kandy,12
25-30,male,false,Sinhala,Buddhism,Cream,2000-4000,Kalutara,3
30-35,female,false,Tamil,Hindu,Gray,4000-6000,Colombo,21
25-30,female,true,Sinhala,Catholic,Blue,2000-4000,Kurunegala,18
30-35,female,false,Tamil,Hindu,Blue,6000-8000,Kandy,20
30-35,male,true,Sinhala,Buddhism,Blue,2000-4000,Kalutara,10
25-30,male,false,Tamil,Hindu,Blue,2000-4000,Colombo,5
30-35,male,true,Sinhala,Buddhism,Blue,2000-4000,Gampaha,10
20-25,female,true,Sinhala,Catholic,Brown,0-2000,Kurunegala,16
25-30,male,true,Muslim,Islam,Gray,2000-4000,Gampaha,13
25-30,female,true,Tamil,Hindu,Blue,0-2000,Kalutara,14
30-35,male,true,Sinhala,Buddhism,Blue,2000-4000,Kandy,10
30-35,male,true,Sinhala,Buddhism,Brown,0-2000,Colombo,11
20-25,female,true,Sinhala,Buddhism,Brown,0-2000,Colombo,16
25-30,male,false,Sinhala,Buddhism,Cream,2000-4000,Kurunegala,3
25-30,female,true,Tamil,Hindu,Gray,4000-6000,Kalutara,21
20-25,female,false,Muslim,Islam,Gray,2000-4000,Colombo,23
25-30,female,false,Sinhala,Buddhism,Blue,2000-4000,Colombo,18
20-25,female,true,Sinhala,Buddhism,Brown,0-2000,Gampaha,16
25-30,female,true,Sinhala,Catholic,Pink,2000-4000,Kurunegala,17
30-35,female,true,Tamil,Hindu,Blue,2000-4000,Kandy,18
30-35,male,true,Sinhala,Buddhism,Brown,0-2000,Kandy,11
20-25,male,false,Tamil,Hindu,Brown,0-2000,Colombo,1
20-25,male,false,Tamil,Hindu,Blue,2000-4000,Gampaha,5
30-35,female,true,Sinhala,Buddhism,Blue,6000-8000,Kalutara,20
30-35,female,false,Muslim,Islam,Gray,2000-4000,Gampaha,23
25-30,female,false,Tamil,Hindu,Blue,6000-8000,Kurunegala,20
30-35,female,false,Sinhala,Buddhism,Blue,6000-8000,Kalutara,20
30-35,male,true,Sinhala,Buddhism,Brown,0-2000,Gampaha,11
25-30,male,true,Sinhala,Catholic,Cream,0-2000,Gampaha,4
25-30,female,false,Sinhala,Buddhism,Red,4000-6000,Colombo,22
25-30,male,true,Sinhala,Buddhism,Blue,2000-4000,Colombo,10
25-30,female,true,Muslim,Islam,Brown,4000-6000,Kurunegala,24
30-35,male,true,Tamil,Hindu,Cream,0-2000,Colombo,4
25-30,female,false,Tamil,Hindu,Red,4000-6000,Kalutara,22
25-30,male,true,Muslim,Islam,Gray,2000-4000,Kalutara,13
20-25,male,false,Tamil,Catholic,Cream,2000-4000,Kandy,6
25-30,male,true,Muslim,Islam,Gray,2000-4000,Kalutara,13
30-35,female,true,Tamil,Hindu,Red,4000-6000,Kandy,22
30-35,male,true,Sinhala,Buddhism,Blue,2000-4000,Kurunegala,10
25-30,female,false,Muslim,Islam,Brown,4000-6000,Gampaha,24
25-30,male,false,Sinhala,Catholic,Cream,2000-4000,Kandy,3
25-30,male,true,Tamil,Hindu,Cream,2000-4000,Kandy,3
25-30,female,true,Sinhala,Buddhism,Blue,2000-4000,Colombo,18
20-25,female,true,Sinhala,Catholic,Pink,0-2000,Colombo,15
20-25,female,false,Sinhala,Buddhism,Brown,2000-4000,Kandy,19
30-35,male,false,Sinhala,Buddhism,Black,2000-4000,Colombo,8
25-30,male,false,Tamil,Catholic,Cream,2000-4000,Kalutara,6
20-25,male,true,Sinhala,Buddhism,Brown,0-2000,Kandy,1
25-30,female,false,Tamil,Hindu,Gray,4000-6000,Kandy,21
25-30,female,true,Tamil,Hindu,Blue,0-2000,Kurunegala,14
20-25,male,false,Tamil,Hindu,Yellow,0-2000,Kalutara,2
30-35,male,true,Sinhala,Buddhism,Blue,2000-4000,Kurunegala,10
20-25,male,false,Sinhala,Buddhism,Yellow,0-2000,Kurunegala,2
25-30,female,true,Sinhala,Catholic,Brown,2000-4000,Kalutara,19
25-30,male,true,Sinhala,Buddhism,Blue,2000-4000,Gampaha,10
20-25,female,false,Sinhala,Buddhism,Pink,0-2000,Kurunegala,15
30-35,male,true,Sinhala,Buddhism,Black,2000-4000,Kandy,8
25-30,male,true,Sinhala,Catholic,Cream,2000-4000,Colombo,3
25-30,male,false,Tamil,Hindu,Blue,2000-4000,Gampaha,5
30-35,female,false,Sinhala,Buddhism,Gray,4000-6000,Kandy,21
20-25,male,false,Sinhala,Buddhism,Cream,2000-4000,Gampaha,6
30-35,female,false,Sinhala,Buddhism,Red,4000-6000,Kurunegala,22
20-25,female,false,Sinhala,Catholic,Brown,2000-4000,Kandy,19
30-35,male,true,Sinhala,Catholic,Black,2000-4000,Kurunegala,9
20-25,male,false,Tamil,Hindu,Yellow,0-2000,Kandy,2
30-35,female,false,Muslim,Islam,Gray,2000-4000,Kurunegala,23
20-25,male,false,Sinhala,Buddhism,Cream,2000-4000,Kurunegala,6
20-25,male,false,Sinhala,Buddhism,Blue,2000-4000,Colombo,5
25-30,female,true,Tamil,Hindu,Brown,0-2000,Kurunegala,16
30-35,male,true,Sinhala,Buddhism,Black,2000-4000,Kalutara,8
30-35,male,true,Sinhala,Catholic,Black,2000-4000,Kurunegala,8
20-25,female,true,Sinhala,Catholic,Blue,0-2000,Gampaha,14
30-35,male,true,Sinhala,Buddhism,Blue,2000-4000,Gampaha,10
25-30,male,true,Sinhala,Catholic,Cream,2000-4000,Gampaha,3
25-30,female,true,Tamil,Hindu,Blue,6000-8000,Kurunegala,20
25-30,male,false,Tamil,Hindu,Cream,2000-4000,Kurunegala,6
25-30,female,true,Tamil,Hindu,Pink,0-2000,Kandy,15
30-35,male,false,Sinhala,Buddhism,Blue,2000-4000,Kandy,10
20-25,male,false,Tamil,Catholic,Blue,2000-4000,Colombo,5
30-35,female,true,Tamil,Hindu,Red,4000-6000,Colombo,22
20-25,female,true,Sinhala,Buddhism,Blue,0-2000,Colombo,14
30-35,male,false,Sinhala,Buddhism,Black,2000-4000,Kalutara,8
20-25,male,false,Sinhala,Buddhism,Blue,4000-6000,Colombo,7
25-30,female,true,Muslim,Islam,Brown,4000-6000,Kalutara,24
20-25,female,true,Sinhala,Catholic,Blue,0-2000,Kalutara,14
25-30,female,false,Sinhala,Buddhism,Pink,2000-4000,Colombo,17
20-25,female,true,Sinhala,Buddhism,Blue,0-2000,Gampaha,14
25-30,female,true,Sinhala,Buddhism,Blue,2000-4000,Colombo,18
25-30,female,true,Muslim,Islam,Brown,4000-6000,Kurunegala,24
30-35,female,true,Tamil,Hindu,Blue,6000-8000,Gampaha,20
30-35,female,true,Tamil,Hindu,Red,4000-6000,Kandy,22
20-25,male,false,Tamil,Catholic,Brown,0-2000,Kandy,1
25-30,male,true,Sinhala,Catholic,Cream,2000-4000,Colombo,3
30-35,male,false,Sinhala,Buddhism,Black,2000-4000,Kurunegala,9
30-35,male,true,Muslim,Islam,Brown,0-2000,Colombo,11
30-35,male,true,Sinhala,Buddhism,Blue,2000-4000,Colombo,10
25-30,male,false,Tamil,Catholic,Blue,2000-4000,Kalutara,5
20-25,female,true,Sinhala,Buddhism,Pink,0-2000,Kalutara,15
20-25,male,false,Sinhala,Buddhism,Blue,2000-4000,Kurunegala,5
25-30,female,false,Sinhala,Buddhism,Blue,2000-4000,Colombo,18
25-30,male,false,Sinhala,Catholic,Cream,2000-4000,Kandy,3
25-30,female,true,Tamil,Hindu,Gray,4000-6000,Kurunegala,21
25-30,male,true,Muslim,Islam,White,2000-4000,Kandy,12
30-35,female,true,Muslim,Islam,Brown,4000-6000,Gampaha,24
20-25,female,true,Sinhala,Buddhism,Brown,0-2000,Kandy,16
20-25,male,true,Tamil,Hindu,Blue,2000-4000,Colombo,5
25-30,male,true,Muslim,Islam,White,2000-4000,Kandy,12
30-35,male,true,Sinhala,Buddhism,Black,2000-4000,Gampaha,9
25-30,male,true,Muslim,Islam,Gray,2000-4000,Kurunegala,13
20-25,male,false,Tamil,Hindu,Blue,4000-6000,Colombo,7
25-30,male,false,Tamil,Hindu,Blue,4000-6000,Gampaha,7
30-35,female,false,Tamil,Hindu,Blue,6000-8000,Kurunegala,20
30-35,male,false,Sinhala,Buddhism,Blue,2000-4000,Colombo,10
25-30,male,true,Tamil,Hindu,Cream,0-2000,Kalutara,4
25-30,female,true,Sinhala,Catholic,Pink,2000-4000,Gampaha,17
30-35,male,false,Sinhala,Buddhism,Black,2000-4000,Kandy,9
20-25,female,true,Sinhala,Buddhism,Brown,0-2000,Kandy,16
20-25,male,true,Sinhala,Buddhism,Brown,0-2000,Kurunegala,1
25-30,male,false,Tamil,Catholic,Brown,0-2000,Gampaha,1
20-25,male,false,Sinhala,Buddhism,Yellow,0-2000,Kandy,2
25-30,male,false,Sinhala,Buddhism,Cream,0-2000,Colombo,4
30-35,female,true,Muslim,Islam,Brown,4000-6000,Kandy,24
20-25,female,true,Sinhala,Buddhism,Brown,0-2000,Kandy,16
25-30,female,true,Sinhala,Buddhism,Blue,2000-4000,Colombo,18
30-35,female,true,Tamil,Hindu,Pink,2000-4000,Gampaha,17
20-25,male,true,Tamil,Hindu,Yellow,0-2000,Kalutara,2
30-35,female,true,Tamil,Hindu,Pink,2000-4000,Kurunegala,17
20-25,female,true,Sinhala,Catholic,Brown,2000-4000,Gampaha,19
25-30,male,false,Tamil,Catholic,Brown,0-2000,Kalutara,1
20-25,male,false,Sinhala,Buddhism,Brown,0-2000,Kurunegala,1
30-35,male,true,Sinhala,Buddhism,Blue,2000-4000,Kalutara,10
30-35,female,true,Tamil,Hindu,Pink,2000-4000,Colombo,17
25-30,female,true,Tamil,Hindu,Pink,0-2000,Gampaha,15
20-25,male,false,Sinhala,Catholic,Brown,0-2000,Kandy,1
20-25,male,false,Sinhala,Buddhism,Blue,2000-4000,Gampaha,5
25-30,female,true,Sinhala,Catholic,Pink,2000-4000,Colombo,17
30-35,male,false,Sinhala,Buddhism,Black,2000-4000,Kalutara,8
25-30,male,true,Muslim,Islam,White,2000-4000,Colombo,12
20-25,female,true,Sinhala,Buddhism,Blue,0-2000,Kandy,14
30-35,male,false,Sinhala,Buddhism,Black,2000-4000,Kurunegala,9
25-30,male,true,Muslim,Islam,White,2000-4000,Kandy,12
30-35,male,true,Muslim,Islam,Blue,2000-4000,Kalutara,10
20-25,male,true,Tamil,Hindu,Cream,2000-4000,Kurunegala,6
30-35,male,true,Sinhala,Buddhism,Brown,0-2000,Kalutara,11
25-30,male,false,Sinhala,Catholic,Cream,2000-4000,Kalutara,3
20-25,male,false,Tamil,Hindu,Cream,2000-4000,Kurunegala,6
20-25,male,false,Tamil,Catholic,Brown,0-2000,Colombo,1
25-30,male,true,Muslim,Islam,Blue,2000-4000,Colombo,10
25-30,male,false,Sinhala,Buddhism,Cream,0-2000,Colombo,4
30-35,male,true,Tamil,Hindu,Cream,0-2000,Kurunegala,4
20-25,male,false,Tamil,Hindu,Blue,4000-6000,Kandy,7
30-35,female,false,Tamil,Hindu,Red,4000-6000,Colombo,22
25-30,male,true,Tamil,Hindu,Yellow,0-2000,Kurunegala,2
30-35,female,true,Tamil,Hindu,Blue,6000-8000,Colombo,20
30-35,male,true,Sinhala,Buddhism,Blue,2000-4000,Colombo,10
20-25,female,true,Sinhala,Buddhism,Blue,0-2000,Kurunegala,14
25-30,male,true,Sinhala,Buddhism,Cream,2000-4000,Colombo,3
20-25,female,true,Sinhala,Buddhism,Blue,0-2000,Kandy,14
20-25,male,false,Sinhala,Buddhism,Yellow,0-2000,Kandy,2
20-25,female,false,Sinhala,Catholic,Brown,2000-4000,Gampaha,19
20-25,male,false,Sinhala,Buddhism,Yellow,0-2000,Kalutara,2
25-30,male,true,Sinhala,Buddhism,Black,2000-4000,Kandy,9
30-35,male,true,Sinhala,Buddhism,Black,2000-4000,Kurunegala,9
30-35,female,true,Tamil,Hindu,Gray,4000-6000,Kurunegala,21
25-30,female,true,Sinhala,Catholic,Pink,2000-4000,Gampaha,17
30-35,female,true,Sinhala,Buddhism,Gray,4000-6000,Colombo,21
30-35,female,false,Sinhala,Buddhism,Gray,4000-6000,Kurunegala,21
25-30,female,true,Tamil,Hindu,Pink,0-2000,Gampaha,15
20-25,male,false,Sinhala,Buddhism,Blue,4000-6000,Colombo,7
25-30,female,false,Sinhala,Catholic,Blue,2000-4000,Colombo,18
20-25,male,false,Sinhala,Catholic,Cream,2000-4000,Kurunegala,6
25-30,male,false,Tamil,Hindu,Blue,2000-4000,Gampaha,5
20-25,male,false,Sinhala,Catholic,Yellow,0-2000,Kandy,2
30-35,male,true,Sinhala,Buddhism,Black,2000-4000,Kurunegala,8
25-30,male,false,Tamil,Hindu,Blue,4000-6000,Kurunegala,7
20-25,male,false,Tamil,Catholic,Yellow,0-2000,Colombo,2
20-25,male,false,Sinhala,Buddhism,Brown,0-2000,Kalutara,1
20-25,male,false,Tamil,Hindu,Blue,2000-4000,Colombo,5
20-25,male,true,Tamil,Hindu,Cream,2000-4000,Kurunegala,6
25-30,male,true,Muslim,Islam,Gray,2000-4000,Kandy,13
30-35,female,true,Tamil,Hindu,Red,4000-6000,Kandy,22
25-30,male,false,Tamil,Catholic,Yellow,0-2000,Colombo,2
30-35,female,true,Muslim,Islam,Brown,4000-6000,Gampaha,24
30-35,male,true,Tamil,Hindu,Cream,0-2000,Gampaha,4
30-35,male,true,Tamil,Hindu,Cream,0-2000,Gampaha,4
20-25,female,true,Sinhala,Buddhism,Brown,0-2000,Kurunegala,16
20-25,female,true,Sinhala,Buddhism,Blue,0-2000,Colombo,14
25-30,female,false,Sinhala,Buddhism,Gray,4000-6000,Gampaha,21
30-35,male,false,Sinhala,Buddhism,Black,2000-4000,Kandy,9
20-25,male,false,Sinhala,Buddhism,Brown,0-2000,Kurunegala,1
20-25,female,false,Sinhala,Catholic,Brown,2000-4000,Kalutara,19
30-35,male,false,Sinhala,Catholic,Black,2000-4000,Kurunegala,8
20-25,female,true,Sinhala,Catholic,Brown,2000-4000,Gampaha,19
30-35,male,true,Sinhala,Buddhism,Brown,0-2000,Colombo,11
30-35,female,false,Tamil,Hindu,Gray,4000-6000,Kurunegala,21
25-30,female,false,Sinhala,Buddhism,Blue,6000-8000,Kurunegala,20
25-30,female,true,Sinhala,Buddhism,Pink,2000-4000,Colombo,17
25-30,male,true,Muslim,Islam,Gray,2000-4000,Colombo,13
25-30,female,true,Sinhala,Buddhism,Pink,2000-4000,Kandy,17
25-30,female,true,Sinhala,Buddhism,Blue,2000-4000,Colombo,18
20-25,male,false,Sinhala,Buddhism,Brown,0-2000,Colombo,1
25-30,male,true,Muslim,Islam,Gray,2000-4000,Colombo,13
25-30,female,true,Tamil,Hindu,Pink,0-2000,Gampaha,15
30-35,male,true,Sinhala,Buddhism,Black,2000-4000,Kurunegala,8
25-30,female,false,Tamil,Hindu,Blue,6000-8000,Colombo,20
30-35,female,false,Muslim,Islam,Gray,2000-4000,Gampaha,23
25-30,male,true,Sinhala,Buddhism,Cream,0-2000,Colombo,4
25-30,male,true,Muslim,Islam,Gray,2000-4000,Kurunegala,13
30-35,male,true,Sinhala,Buddhism,Blue,2000-4000,Gampaha,10
30-35,female,false,Tamil,Hindu,Blue,6000-8000,Gampaha,20
30-35,female,true,Muslim,Islam,Brown,4000-6000,Kandy,24
30-35,female,false,Muslim,Islam,Brown,4000-6000,Kurunegala,24
30-35,male,true,Sinhala,Buddhism,Blue,2000-4000,Colombo,10
25-30,female,true,Muslim,Islam,Brown,4000-6000,Gampaha,24
20-25,male,false,Sinhala,Catholic,Blue,4000-6000,Kandy,7
30-35,female,false,Sinhala,Buddhism,Red,4000-6000,Gampaha,22
25-30,male,true,Muslim,Islam,Gray,2000-4000,Kalutara,13
20-25,male,false,Sinhala,Buddhism,Cream,2000-4000,Colombo,6
20-25,male,false,Tamil,Hindu,Blue,4000-6000,Kalutara,7
25-30,female,true,Sinhala,Buddhism,Blue,2000-4000,Kandy,18
30-35,female,true,Tamil,Hindu,Red,4000-6000,Kurunegala,22
30-35,male,true,Sinhala,Buddhism,Blue,2000-4000,Kurunegala,10
20-25,male,false,Tamil,Hindu,Yellow,0-2000,Kalutara,2
25-30,female,false,Sinhala,Buddhism,Gray,4000-6000,Kandy,21
30-35,male,true,Tamil,Catholic,Cream,2000-4000,Kurunegala,3
20-25,male,false,Sinhala,Buddhism,Blue,4000-6000,Kandy,7
30-35,male,true,Sinhala,Buddhism,Black,2000-4000,Gampaha,9
25-30,male,true,Muslim,Islam,White,2000-4000,Kalutara,12
25-30,female,false,Sinhala,Catholic,Brown,2000-4000,Gampaha,19
25-30,female,false,Sinhala,Buddhism,Gray,4000-6000,Colombo,21
25-30,male,false,Tamil,Hindu,Cream,2000-4000,Kalutara,6
20-25,female,true,Muslim,Islam,Gray,2000-4000,Colombo,23
25-30,female,false,Sinhala,Buddhism,Brown,2000-4000,Gampaha,19
25-30,male,true,Muslim,Islam,Gray,2000-4000,Kalutara,13
25-30,female,false,Tamil,Hindu,Gray,4000-6000,Kandy,21
25-30,male,true,Sinhala,Buddhism,Blue,2000-4000,Kurunegala,10
30-35,male,true,Sinhala,Buddhism,Blue,2000-4000,Kandy,10
30-35,male,true,Muslim,Islam,Blue,2000-4000,Kurunegala,10
25-30,female,false,Sinhala,Buddhism,Gray,4000-6000,Gampaha,21
20-25,female,true,Sinhala,Catholic,Brown,0-2000,Colombo,16
30-35,female,true,Muslim,Islam,Gray,2000-4000,Colombo,23
25-30,male,true,Muslim,Islam,White,2000-4000,Gampaha,12
20-25,female,true,Tamil,Hindu,Brown,2000-4000,Kalutara,19
20-25,female,true,Sinhala,Buddhism,Pink,0-2000,Gampaha,15
20-25,female,false,Sinhala,Buddhism,Brown,2000-4000,Kandy,19
30-35,female,true,Tamil,Hindu,Blue,2000-4000,Gampaha,18
30-35,female,true,Tamil,Hindu,Pink,2000-4000,Kandy,17
20-25,female,false,Tamil,Hindu,Brown,2000-4000,Colombo,19
30-35,male,true,Tamil,Hindu,Cream,0-2000,Kandy,4
30-35,male,true,Sinhala,Buddhism,Black,2000-4000,Kandy,9
20-25,female,false,Tamil,Hindu,Brown,2000-4000,Kalutara,19
25-30,female,false,Sinhala,Buddhism,Pink,2000-4000,Gampaha,17
30-35,male,true,Sinhala,Buddhism,Blue,2000-4000,Kalutara,10
25-30,male,false,Tamil,Catholic,Brown,0-2000,Gampaha,1
30-35,male,false,Sinhala,Buddhism,Black,2000-4000,Gampaha,8
20-25,male,true,Tamil,Hindu,Cream,2000-4000,Kalutara,6
20-25,male,false,Sinhala,Buddhism,Blue,4000-6000,Gampaha,7
25-30,female,false,Sinhala,Catholic,Pink,2000-4000,Gampaha,17
20-25,male,false,Tamil,Catholic,Yellow,0-2000,Kandy,2
25-30,male,false,Tamil,Hindu,Cream,2000-4000,Kurunegala,6
20-25,female,false,Sinhala,Catholic,Brown,2000-4000,Kalutara,19
30-35,female,true,Muslim,Islam,Brown,4000-6000,Gampaha,24
30-35,female,false,Sinhala,Buddhism,Red,4000-6000,Colombo,22
30-35,male,true,Sinhala,Buddhism,Blue,2000-4000,Kalutara,10
25-30,male,false,Sinhala,Buddhism,Brown,0-2000,Gampaha,11
20-25,male,false,Sinhala,Buddhism,Yellow,0-2000,Gampaha,2
20-25,female,true,Muslim,Islam,Gray,2000-4000,Kalutara,23
30-35,male,true,Sinhala,Buddhism,Black,2000-4000,Kalutara,9
30-35,female,false,Sinhala,Buddhism,Red,4000-6000,Kalutara,22
30-35,male,true,Sinhala,Buddhism,Black,2000-4000,Colombo,9
20-25,male,false,Tamil,Hindu,Yellow,0-2000,Kurunegala,2
20-25,male,false,Sinhala,Buddhism,Cream,2000-4000,Kurunegala,6
20-25,male,false,Tamil,Catholic,Brown,0-2000,Kandy,1
20-25,male,false,Tamil,Catholic,Blue,4000-6000,Kurunegala,7
20-25,male,false,Sinhala,Catholic,Blue,2000-4000,Kandy,5
30-35,female,true,Sinhala,Buddhism,Red,4000-6000,Gampaha,22
30-35,male,true,Sinhala,Catholic,Black,2000-4000,Kalutara,9
25-30,female,true,Sinhala,Catholic,Brown,2000-4000,Kurunegala,19
25-30,male,false,Sinhala,Catholic,Cream,0-2000,Kalutara,4
30-35,female,false,Tamil,Hindu,Blue,2000-4000,Kurunegala,18
30-35,male,true,Sinhala,Catholic,Black,2000-4000,Kalutara,8
20-25,male,false,Tamil,Hindu,Yellow,0-2000,Gampaha,2
30-35,male,true,Sinhala,Buddhism,Black,2000-4000,Kandy,8
30-35,male,false,Sinhala,Buddhism,Black,2000-4000,Kandy,8
25-30,female,true,Muslim,Islam,Brown,4000-6000,Kurunegala,24
20-25,female,false,Muslim,Islam,Gray,2000-4000,Kalutara,23
30-35,female,false,Sinhala,Buddhism,Blue,6000-8000,Kandy,20
30-35,female,false,Sinhala,Buddhism,Red,4000-6000,Kandy,22
20-25,female,true,Sinhala,Buddhism,Blue,0-2000,Colombo,14
30-35,male,true,Tamil,Hindu,Cream,2000-4000,Kalutara,3
30-35,female,false,Sinhala,Buddhism,Blue,6000-8000,Colombo,20
25-30,male,true,Muslim,Islam,Gray,2000-4000,Gampaha,13
20-25,female,true,Sinhala,Buddhism,Brown,0-2000,Colombo,16
30-35,female,true,Sinhala,Buddhism,Blue,6000-8000,Gampaha,20
30-35,male,true,Tamil,Hindu,Cream,2000-4000,Kalutara,3
30-35,female,true,Tamil,Hindu,Blue,2000-4000,Kurunegala,18
30-35,female,true,Tamil,Hindu,Blue,2000-4000,Gampaha,18
25-30,male,true,Muslim,Islam,White,2000-4000,Colombo,12
20-25,female,true,Sinhala,Catholic,Brown,2000-4000,Kalutara,19
25-30,male,false,Tamil,Hindu,Brown,0-2000,Kandy,1
30-35,male,true,Sinhala,Buddhism,Brown,0-2000,Kurunegala,11
30-35,male,true,Muslim,Islam,Brown,0-2000,Colombo,11
25-30,female,true,Tamil,Hindu,Pink,0-2000,Kalutara,15
30-35,male,false,Sinhala,Buddhism,Brown,0-2000,Kalutara,11
30-35,male,true,Tamil,Hindu,Cream,0-2000,Kurunegala,4
30-35,male,true,Tamil,Hindu,Cream,0-2000,Kurunegala,4
25-30,female,false,Muslim,Islam,Brown,4000-6000,Kurunegala,24
25-30,female,true,Tamil,Hindu,Blue,0-2000,Gampaha,14
25-30,female,false,Tamil,Hindu,Blue,6000-8000,Kalutara,20
30-35,female,false,Tamil,Hindu,Gray,4000-6000,Kalutara,21
20-25,male,false,Sinhala,Buddhism,Cream,2000-4000,Kurunegala,6
20-25,male,false,Sinhala,Buddhism,Yellow,0-2000,Kandy,2
30-35,female,true,Sinhala,Buddhism,Red,4000-6000,Kalutara,22
25-30,male,true,Muslim,Islam,White,2000-4000,Gampaha,12
25-30,female,true,Tamil,Hindu,Brown,0-2000,Gampaha,16
30-35,male,false,Sinhala,Buddhism,Black,2000-4000,Kalutara,8
30-35,male,true,Sinhala,Buddhism,Blue,2000-4000,Kalutara,10
25-30,male,true,Muslim,Islam,Brown,0-2000,Kurunegala,11
25-30,female,true,Tamil,Hindu,Brown,0-2000,Kandy,16
30-35,female,true,Muslim,Islam,Gray,2000-4000,Kurunegala,23
25-30,female,false,Sinhala,Buddhism,Gray,4000-6000,Gampaha,21
30-35,male,true,Sinhala,Buddhism,Blue,2000-4000,Kalutara,10
20-25,female,false,Sinhala,Catholic,Brown,2000-4000,Colombo,19
30-35,male,true,Sinhala,Buddhism,Black,2000-4000,Kandy,8
20-25,male,false,Sinhala,Buddhism,Brown,0-2000,Gampaha,1
30-35,female,false,Tamil,Hindu,Red,4000-6000,Kalutara,22
25-30,female,true,Sinhala,Buddhism,Blue,2000-4000,Gampaha,18
30-35,female,false,Muslim,Islam,Brown,4000-6000,Kandy,24
20-25,male,false,Sinhala,Buddhism,Cream,2000-4000,Kandy,6
25-30,female,false,Sinhala,Buddhism,Gray,4000-6000,Colombo,21
25-30,male,true,Muslim,Islam,Gray,2000-4000,Gampaha,13
20-25,female,false,Sinhala,Buddhism,Brown,2000-4000,Kurunegala,19
25-30,female,false,Tamil,Hindu,Red,4000-6000,Kurunegala,22
25-30,male,false,Tamil,Hindu,Yellow,0-2000,Kurunegala,2
30-35,male,true,Tamil,Hindu,Cream,2000-4000,Kurunegala,3
20-25,male,false,Tamil,Hindu,Yellow,0-2000,Kandy,2
25-30,male,true,Muslim,Islam,White,2000-4000,Gampaha,12
